t,x,y,vx,vy,theta,ax,ay,omega,z,vz,meas_pos_x,meas_pos_y,meas_vel_x,meas_vel_y,meas_heading_x,meas_heading_y,accel3_x,accel3_y,accel3_z,gyro3_x,gyro3_y,gyro3_z,mag3_x,mag3_y,mag3_z,gps_x,gps_y,baro
0,-3.9310896951841,-19.6098580772125,3.92197161544251,-0.786217939036821,4.51454636988022,0.157243587807364,0.784394323088501,0.2,0,0,-4.04365336345172,-19.5284702860058,3.99515679731495,-0.893937722317661,-0.19933427717271,-0.979931551662683,0.00534044355572476,-0.111961075869013,-9.64867293560199,-0.00302452101348996,0.00141424349012689,-0.00310885405045148,-0.230177804231585,-1.09108452583961,0.0330637169099764,-3.71214027444121,-19.4339430944824,-0.196146954990216
0.01,-3.81581455360655,-19.6326146830341,3.92652293660681,-0.76316291072131,4.52042137223877,0.152632582144262,0.785304587321362,0.2,0,0,-3.6810684874533,-19.6059392057255,3.76334033090998,-0.930746470830625,-0.19707579264861,-0.980388255719091,-2.45297058342209,-0.0707997534745161,-9.78772081166928,-0.00014741869807352,-0.00178480345086937,0.58578148691206,-0.260034337592403,-0.987986413151012,0.106737748304315,-5.9950198964803,-19.3872120516738,0.476692759333333
0.02,-3.84157294628305,-19.6275907155816,3.92551814311633,-0.768314589256611,4.51910918404622,0.153662917851322,0.785103628623265,0.2,0,0,-3.8802713744332,-19.3751629562502,3.90785516439593,-0.967161804574076,-0.195739869278299,-0.980655853791183,0.470959296350292,-0.151869063574581,-9.64362902903938,-0.000394095678087729,0.00201992457916557,-0.132550120603108,-0.27204777524905,-0.948913622385499,0.345078844196946,-4.41870061192428,-18.110006932614,0.277649852398912
0.03,-3.7422699070265,-19.6467660428622,3.92935320857244,-0.7484539814053,4.52416606267328,0.14969079628106,0.785870641714489,0.2,0,0,-3.78263082128776,-19.6591715947554,4.01300011667642,-0.677123478201116,-0.192545055452985,-0.98128813384276,-1.95873901247926,0.0771966652015379,-9.84074197683594,0.00427748604328,-0.000504370662758971,0.502420270978946,-0.238467356800487,-1.0589070590875,0.151446238613113,-6.13407842036735,-21.3182963682565,0.0263079861660462
0.04,-3.64372728538978,-19.6652803557363,3.93305607114725,-0.728745457077955,4.529179407145,0.145749091415591,0.78661121422945,0.2,0,0,-3.45449412189416,-19.6662316804318,3.89284725022197,-0.465685455810339,-0.182453500241225,-0.983214483340093,-2.09851537018738,-0.13236192139197,-9.84252714911608,0.00020197836607025,0.00132075225271327,0.499659818266754,-0.212149732883124,-1.01598719468819,-0.0565104207541398,-3.91716811514695,-19.5555008726366,0.287538224795285
0.05,-3.66267854081161,-19.6617594814574,3.93235189629147,-0.732535708162321,4.52821562985419,0.146507141632464,0.786470379258294,0.2,0,0,-3.55577346806377,-19.934647228962,3.81048302951418,-0.658913325964861,-0.181590018297779,-0.983374326111177,0.193365971349806,-0.0545801078805791,-9.80941321690275,-0.00068241289664061,-0.00117590318386066,-0.100164799021512,-0.0356119729755189,-1.05578780240595,0.0904141939401096,-6.54951164520025,-18.7584352395366,0.0892027977768828
0.06,-3.74024998783802,-19.6471506847298,3.92943013694595,-0.748049997567605,4.52426887345698,0.149609999513521,0.785886027389191,0.2,0,0,-3.62270587108756,-19.7071430020215,4.17448740298924,-0.819627983543005,-0.187855316882075,-0.98219671141739,1.50523582060572,-0.0698428939541497,-9.92234938223036,0.000558692722674487,0.00112644837470218,-0.394034776312982,-0.193128558583884,-1.02586311725561,0.161320599705956,-4.1820912319387,-18.9453224619702,-0.915184889492811
0.07,-3.40736908323762,-19.7076085796983,3.94152171593965,-0.681473816647524,4.54118540261054,0.136294763329505,0.788304343187931,0.2,0,0,-3.48684372062848,-19.8245811015766,4.18820319435828,-0.537551084027077,-0.171876313234747,-0.985118537511518,-6.74431140437333,0.199707464111374,-9.89716725225543,-0.000548774431903957,0.00294429484888075,1.691571138233,-0.187684249902303,-1.08063816343027,0.20842344777522,-5.46136177151341,-18.8860008660706,0.317729174468224
0.08,-3.1045907719402,-19.7575685786178,3.95151371572355,-0.620918154388041,4.55652917617407,0.124183630877608,0.79030274314471,0.2,0,0,-3.04347551093071,-19.8654326031652,3.94773409689245,-0.462300702816069,-0.144690862379837,-0.989476909454576,-6.03163843952082,0.00681794330019284,-9.86111337561611,0.00223917712459207,0.00202638041382597,1.53405881503584,-0.159657380043163,-1.04424233775784,-0.216016837012586,-3.68105128681185,-18.6875422256689,0.527822072089665
0.09,-3.43237754029976,-19.7032683690002,3.94065367380005,-0.686475508059952,4.53991628831308,0.137295101611991,0.78813073476001,0.2,0,0,-3.28036444525741,-19.6414982290417,3.71510339681642,-0.637957231350446,-0.172943100026823,-0.984931817007204,6.71287582569368,0.16957150456217,-9.90444356786053,-0.0046691989897643,0.00154751344071768,-1.65993607591452,-0.254237546372921,-1.0806742797149,0.0579373291979253,-2.80959878908205,-19.8638614051275,0.443455728145514
